Star ID,RA,DE,Magnitude
132319,1.452627,-0.08499133,4.6
132322,1.45292305,-0.10369321,2.9
132345,1.45593011,-0.02150779,1.8
132405,1.46709818,-0.04585605,3.8
132410,1.46810087,-0.12634933,4.9
132443,1.47582446,-0.03433926,2.0
132541,1.50702004,-0.16905186,2.2
132731,1.56011798,-0.05366291,4.7
133011,1.62496975,-0.10922222,4.1
133315,1.68594836,-0.12216364,4.7
133316,1.68598363,-0.12218924,4.6
134105,1.83446809,-0.07269738,4.9
134329,1.87321971,-0.0071288,4.1
134985,2.00214472,-0.16464045,4.1
135379,2.08862644,-0.02185904,4.9
135550,2.12092767,-0.04951339,4.4
135895,2.19545825,-0.06531148,4.0
136220,2.27424053,-0.12308959,4.7
136870,2.46584415,-0.14732261,2.2
136894,2.47230383,-0.04449639,4.8
136931,2.4846207,-0.01681324,4.5
137034,2.51895751,-0.01596875,4.1
137365,2.64146274,-0.00220755,4.5
138101,2.94139648,-0.05895703,4.6
138295,3.02877,-0.1662525,4.8
138297,3.02983741,-0.0095565,4.5
138720,-3.06590637,-0.00679054,4.0
138891,-2.98162238,-0.13475144,4.8
138916,-2.97088112,-0.02051528,2.9
139032,-2.91579474,-0.16175285,4.9
139188,-2.84768822,-0.09202302,4.5
139389,-2.75167729,-0.10468936,4.8
139419,-2.73954485,-0.00595114,3.4
139823,-2.55957298,-0.10058032,4.2
140089,-2.44162231,-0.09497946,4.0
140239,-2.37989547,-0.0723263,4.6
140429,-2.29374573,-0.1605651,2.7
140608,-2.2190068,-0.17269243,4.8
140786,-2.15108586,-0.05722232,3.6
141021,-2.05397837,-0.17341868,4.9
141051,-2.04324786,-0.06225691,3.0
141085,-2.02601106,-0.07979825,3.3
141186,-1.98489583,-0.14418776,4.7
141585,-1.77132571,-0.0068128,4.8
141664,-1.7279814,-0.08803489,4.6
141771,-1.67933398,-0.14119748,4.6
142003,-1.58706191,-0.17050461,3.5
142024,-1.58022276,-0.0643786,4.6
142049,-1.56923469,-0.14280226,4.9
142240,-1.48911019,-0.05084823,3.4
